"","Date","period","GoldPrice","Date2","OilPrice","GoldPrice_interp","OilPrice_interp"
"1661",2014-07-19,NA,NA,NA,NA,766.76,104.333333333333
"1662",2014-07-20,NA,NA,NA,NA,767.74,104.836666666667
"1663",2014-07-21,2014-07-21,768.72,2014-07-21,105.34,768.72,105.34
"1664",2014-07-22,2014-07-22,765.76,2014-07-22,104.59,765.76,104.59
"1665",2014-07-23,2014-07-23,767.54,2014-07-23,103.81,767.54,103.81
"1666",2014-07-24,2014-07-24,763.76,2014-07-24,102.76,763.76,102.76
"1667",2014-07-25,2014-07-25,761.64,2014-07-25,105.23,761.64,105.23
"1668",2014-07-26,NA,NA,NA,NA,763.943333333333,105.38
"1669",2014-07-27,NA,NA,NA,NA,766.246666666667,105.53
"1670",2014-07-28,2014-07-28,768.55,2014-07-28,105.68,768.55,105.68
"1671",2014-07-29,2014-07-29,770.39,2014-07-29,104.91,770.39,104.91
"1672",2014-07-30,2014-07-30,766.21,2014-07-30,104.29,766.21,104.29
"1673",2014-07-31,2014-07-31,767.36,2014-07-31,98.23,767.36,98.23
"1674",2014-08-01,2014-08-01,762.99,2014-08-01,97.86,762.99,97.86
"1675",2014-08-02,NA,NA,NA,NA,764.97,97.9933333333333
"1676",2014-08-03,NA,NA,NA,NA,766.95,98.1266666666667
"1677",2014-08-04,2014-08-04,768.93,2014-08-04,98.26,768.93,98.26
"1678",2014-08-05,2014-08-05,765.71,2014-08-05,97.34,765.71,97.34
"1679",2014-08-06,2014-08-06,765.23,2014-08-06,96.93,765.23,96.93
"1680",2014-08-07,2014-08-07,772.98,2014-08-07,97.34,772.98,97.34
"1681",2014-08-08,2014-08-08,784.23,2014-08-08,97.61,784.23,97.61
"1682",2014-08-09,NA,NA,NA,NA,782.61,97.77
"1683",2014-08-10,NA,NA,NA,NA,780.99,97.93
"1684",2014-08-11,2014-08-11,779.37,2014-08-11,98.09,779.37,98.09
"1685",2014-08-12,2014-08-12,781.75,2014-08-12,97.36,781.75,97.36
"1686",2014-08-13,2014-08-13,780.71,2014-08-13,97.57,780.71,97.57
"1687",2014-08-14,2014-08-14,787.85,2014-08-14,95.54,787.85,95.54
"1688",2014-08-15,2014-08-15,786.78,2014-08-15,97.3,786.78,97.3
"1689",2014-08-16,NA,NA,NA,NA,784.023333333333,97.0133333333333
"1690",2014-08-17,NA,NA,NA,NA,781.266666666667,96.7266666666667
"1691",2014-08-18,2014-08-18,778.51,2014-08-18,96.44,778.51,96.44
"1692",2014-08-19,2014-08-19,781.17,2014-08-19,94.35,781.17,94.35
"1693",2014-08-20,2014-08-20,777.76,2014-08-20,96.4,777.76,96.4
"1694",2014-08-21,2014-08-21,772.32,2014-08-21,93.97,772.32,93.97
"1695",2014-08-22,2014-08-22,772.29,2014-08-22,93.61,772.29,93.61
"1696",2014-08-23,NA,NA,NA,NA,773.165,94.2033333333333
"1697",2014-08-24,NA,NA,NA,NA,774.04,94.7966666666667
"1698",2014-08-25,NA,NA,2014-08-25,95.39,774.915,95.39
"1699",2014-08-26,2014-08-26,775.79,2014-08-26,95.78,775.79,95.78
"1700",2014-08-27,2014-08-27,775.4,2014-08-27,95.82,775.4,95.82
"1701",2014-08-28,2014-08-28,776.28,2014-08-28,96.44,776.28,96.44
"1702",2014-08-29,2014-08-29,774.55,2014-08-29,97.86,774.55,97.86
"1703",2014-08-30,NA,NA,NA,NA,774.523333333333,96.625
"1704",2014-08-31,NA,NA,NA,NA,774.496666666667,95.39
"1705",2014-09-01,2014-09-01,774.47,2014-09-01,NA,774.47,94.155
"1706",2014-09-02,2014-09-02,773.27,2014-09-02,92.92,773.27,92.92
"1707",2014-09-03,2014-09-03,769.39,2014-09-03,95.5,769.39,95.5
"1708",2014-09-04,2014-09-04,772.36,2014-09-04,94.51,772.36,94.51
"1709",2014-09-05,2014-09-05,774.8,2014-09-05,93.32,774.8,93.32
"1710",2014-09-06,NA,NA,NA,NA,778.723333333333,93.0933333333333
"1711",2014-09-07,NA,NA,NA,NA,782.646666666667,92.8666666666667
"1712",2014-09-08,2014-09-08,786.57,2014-09-08,92.64,786.57,92.64
"1713",2014-09-09,2014-09-09,779.79,2014-09-09,92.73,779.79,92.73
"1714",2014-09-10,2014-09-10,779.91,2014-09-10,91.71,779.91,91.71
"1715",2014-09-11,2014-09-11,767.53,2014-09-11,92.89,767.53,92.89
"1716",2014-09-12,2014-09-12,760.87,2014-09-12,92.18,760.87,92.18
"1717",2014-09-13,NA,NA,NA,NA,760.39,92.4066666666667
"1718",2014-09-14,NA,NA,NA,NA,759.91,92.6333333333333
"1719",2014-09-15,2014-09-15,759.43,2014-09-15,92.86,759.43,92.86
"1720",2014-09-16,2014-09-16,765.7,2014-09-16,94.91,765.7,94.91
"1721",2014-09-17,2014-09-17,758.73,2014-09-17,94.33,758.73,94.33
"1722",2014-09-18,2014-09-18,749.99,2014-09-18,93.07,749.99,93.07
"1723",2014-09-19,2014-09-19,745.38,2014-09-19,92.43,745.38,92.43
"1724",2014-09-20,NA,NA,NA,NA,744.756666666667,92.1066666666667
"1725",2014-09-21,NA,NA,NA,NA,744.133333333333,91.7833333333333
"1726",2014-09-22,2014-09-22,743.51,2014-09-22,91.46,743.51,91.46
"1727",2014-09-23,2014-09-23,748.09,2014-09-23,91.55,748.09,91.55
"1728",2014-09-24,2014-09-24,746.11,2014-09-24,93.6,746.11,93.6
"1729",2014-09-25,2014-09-25,742.05,2014-09-25,93.59,742.05,93.59
"1730",2014-09-26,2014-09-26,749.11,2014-09-26,95.55,749.11,95.55
"1731",2014-09-27,NA,NA,NA,NA,749.586666666667,95.21
"1732",2014-09-28,NA,NA,NA,NA,750.063333333333,94.87
"1733",2014-09-29,2014-09-29,750.54,2014-09-29,94.53,750.54,94.53
"1734",2014-09-30,2014-09-30,746.55,2014-09-30,91.17,746.55,91.17
"1735",2014-10-01,2014-10-01,746.17,2014-10-01,90.74,746.17,90.74
"1736",2014-10-02,2014-10-02,750.94,2014-10-02,91.02,750.94,91.02
"1737",2014-10-03,2014-10-03,751.03,2014-10-03,89.76,751.03,89.76
"1738",2014-10-04,NA,NA,NA,NA,749.576666666667,89.95
"1739",2014-10-05,NA,NA,NA,NA,748.123333333333,90.14
"1740",2014-10-06,2014-10-06,746.67,2014-10-06,90.33,746.67,90.33
"1741",2014-10-07,2014-10-07,751.49,2014-10-07,88.89,751.49,88.89
"1742",2014-10-08,2014-10-08,758.38,2014-10-08,87.29,758.38,87.29
"1743",2014-10-09,2014-10-09,757.67,2014-10-09,85.76,757.67,85.76
"1744",2014-10-10,2014-10-10,761.01,2014-10-10,85.87,761.01,85.87
"1745",2014-10-11,NA,NA,NA,NA,761.946666666667,85.8233333333333
"1746",2014-10-12,NA,NA,NA,NA,762.883333333333,85.7766666666667
"1747",2014-10-13,2014-10-13,763.82,2014-10-13,85.73,763.82,85.73
"1748",2014-10-14,2014-10-14,772.41,2014-10-14,81.72,772.41,81.72
"1749",2014-10-15,2014-10-15,768.63,2014-10-15,81.82,768.63,81.82
"1750",2014-10-16,2014-10-16,775.87,2014-10-16,82.33,775.87,82.33
"1751",2014-10-17,2014-10-17,769.61,2014-10-17,82.8,769.61,82.8
"1752",2014-10-18,NA,NA,NA,NA,769.643333333333,82.7866666666667
"1753",2014-10-19,NA,NA,NA,NA,769.676666666667,82.7733333333333
"1754",2014-10-20,2014-10-20,769.71,2014-10-20,82.76,769.71,82.76
"1755",2014-10-21,2014-10-21,774.17,2014-10-21,83.25,774.17,83.25
"1756",2014-10-22,2014-10-22,777.66,2014-10-22,80.52,777.66,80.52
"1757",2014-10-23,2014-10-23,775.31,2014-10-23,82.81,775.31,82.81
"1758",2014-10-24,2014-10-24,767.97,2014-10-24,81.27,767.97,81.27
"1759",2014-10-25,NA,NA,NA,NA,766.743333333333,81.2666666666667
"1760",2014-10-26,NA,NA,NA,NA,765.516666666667,81.2633333333333
"1761",2014-10-27,2014-10-27,764.29,2014-10-27,81.26,764.29,81.26
"1762",2014-10-28,2014-10-28,762.23,2014-10-28,81.36,762.23,81.36
"1763",2014-10-29,2014-10-29,761.65,2014-10-29,82.25,761.65,82.25
"1764",2014-10-30,2014-10-30,753.59,2014-10-30,81.06,753.59,81.06
"1765",2014-10-31,2014-10-31,733.47,2014-10-31,80.53,733.47,80.53
"1766",2014-11-01,NA,NA,NA,NA,732.946666666667,79.9433333333333
"1767",2014-11-02,NA,NA,NA,NA,732.423333333333,79.3566666666667
"1768",2014-11-03,2014-11-03,731.9,2014-11-03,78.77,731.9,78.77
"1769",2014-11-04,2014-11-04,730.55,2014-11-04,77.15,730.55,77.15
"1770",2014-11-05,2014-11-05,720.96,2014-11-05,78.71,720.96,78.71
"1771",2014-11-06,2014-11-06,717.11,2014-11-06,77.87,717.11,77.87
"1772",2014-11-07,2014-11-07,723.17,2014-11-07,78.71,723.17,78.71
"1773",2014-11-08,NA,NA,NA,NA,727.863333333333,78.2833333333333
"1774",2014-11-09,NA,NA,NA,NA,732.556666666667,77.8566666666667
"1775",2014-11-10,2014-11-10,737.25,2014-11-10,77.43,737.25,77.43
"1776",2014-11-11,2014-11-11,726.43,2014-11-11,77.85,726.43,77.85
"1777",2014-11-12,2014-11-12,731.83,2014-11-12,77.16,731.83,77.16
"1778",2014-11-13,2014-11-13,736.26,2014-11-13,74.13,736.26,74.13
"1779",2014-11-14,2014-11-14,736.2,2014-11-14,75.91,736.2,75.91
"1780",2014-11-15,NA,NA,NA,NA,743.963333333333,75.82
"1781",2014-11-16,NA,NA,NA,NA,751.726666666667,75.73
"1782",2014-11-17,2014-11-17,759.49,2014-11-17,75.64,759.49,75.64
"1783",2014-11-18,2014-11-18,767.81,2014-11-18,74.55,767.81,74.55
"1784",2014-11-19,2014-11-19,766.08,2014-11-19,74.55,766.08,74.55
"1785",2014-11-20,2014-11-20,762.65,2014-11-20,75.63,762.65,75.63
"1786",2014-11-21,2014-11-21,761.54,2014-11-21,76.52,761.54,76.52
"1787",2014-11-22,NA,NA,NA,NA,762.53,76.26
"1788",2014-11-23,NA,NA,NA,NA,763.52,76
"1789",2014-11-24,2014-11-24,764.51,2014-11-24,75.74,764.51,75.74
"1790",2014-11-25,2014-11-25,767.04,2014-11-25,74.04,767.04,74.04
"1791",2014-11-26,2014-11-26,760.22,2014-11-26,73.7,760.22,73.7
"1792",2014-11-27,2014-11-27,758.96,2014-11-27,NA,758.96,69.82
"1793",2014-11-28,2014-11-28,753.98,2014-11-28,65.94,753.98,65.94
"1794",2014-11-29,NA,NA,NA,NA,752.84,66.9533333333333
"1795",2014-11-30,NA,NA,NA,NA,751.7,67.9666666666667
"1796",2014-12-01,2014-12-01,750.56,2014-12-01,68.98,750.56,68.98
"1797",2014-12-02,2014-12-02,761.6,2014-12-02,66.99,761.6,66.99
"1798",2014-12-03,2014-12-03,768.95,2014-12-03,67.3,768.95,67.3
"1799",2014-12-04,2014-12-04,767.42,2014-12-04,66.73,767.42,66.73
"1800",2014-12-05,2014-12-05,768.37,2014-12-05,65.89,768.37,65.89
"1801",2014-12-06,NA,NA,NA,NA,767.823333333333,64.97
"1802",2014-12-07,NA,NA,NA,NA,767.276666666667,64.05
"1803",2014-12-08,2014-12-08,766.73,2014-12-08,63.13,766.73,63.13
"1804",2014-12-09,2014-12-09,770.98,2014-12-09,63.74,770.98,63.74
"1805",2014-12-10,2014-12-10,783.82,2014-12-10,60.99,783.82,60.99
"1806",2014-12-11,2014-12-11,778.24,2014-12-11,60.01,778.24,60.01
"1807",2014-12-12,2014-12-12,779.15,2014-12-12,57.81,779.15,57.81
"1808",2014-12-13,NA,NA,NA,NA,776.903333333333,57.1933333333333
"1809",2014-12-14,NA,NA,NA,NA,774.656666666667,56.5766666666667
"1810",2014-12-15,2014-12-15,772.41,2014-12-15,55.96,772.41,55.96
"1811",2014-12-16,2014-12-16,763.95,2014-12-16,55.97,763.95,55.97
"1812",2014-12-17,2014-12-17,763.16,2014-12-17,56.43,763.16,56.43
"1813",2014-12-18,2014-12-18,773.64,2014-12-18,54.18,773.64,54.18
"1814",2014-12-19,2014-12-19,764.88,2014-12-19,56.91,764.88,56.91
"1815",2014-12-20,NA,NA,NA,NA,764.923333333333,56.3566666666667
"1816",2014-12-21,NA,NA,NA,NA,764.966666666667,55.8033333333333
"1817",2014-12-22,2014-12-22,765.01,2014-12-22,55.25,765.01,55.25
"1818",2014-12-23,2014-12-23,757.5,2014-12-23,56.78,757.5,56.78
"1819",2014-12-24,2014-12-24,757.4,2014-12-24,55.7,757.4,55.7
"1820",2014-12-25,NA,NA,2014-12-25,NA,759.292,55.145
"1821",2014-12-26,NA,NA,2014-12-26,54.59,761.184,54.59
"1822",2014-12-27,NA,NA,NA,NA,763.076,54.2133333333333
"1823",2014-12-28,NA,NA,NA,NA,764.968,53.8366666666667
"1824",2014-12-29,2014-12-29,766.86,2014-12-29,53.46,766.86,53.46
"1825",2014-12-30,2014-12-30,764.5,2014-12-30,54.14,764.5,54.14
"1826",2014-12-31,2014-12-31,769.84,2014-12-31,53.45,769.84,53.45
"1827",2015-01-01,NA,NA,2015-01-01,NA,768.125,53.085
"1828",2015-01-02,2015-01-02,766.41,2015-01-02,52.72,766.41,52.72
"1829",2015-01-03,NA,NA,NA,NA,770.906666666667,51.83
"1830",2015-01-04,NA,NA,NA,NA,775.403333333333,50.94
"1831",2015-01-05,2015-01-05,779.9,2015-01-05,50.05,779.9,50.05
"1832",2015-01-06,2015-01-06,797.08,2015-01-06,47.98,797.08,47.98
"1833",2015-01-07,2015-01-07,802.37,2015-01-07,48.69,802.37,48.69
"1834",2015-01-08,2015-01-08,800.97,2015-01-08,48.8,800.97,48.8
"1835",2015-01-09,2015-01-09,799.61,2015-01-09,48.35,799.61,48.35
"1836",2015-01-10,NA,NA,NA,NA,802.436666666667,47.5866666666667
"1837",2015-01-11,NA,NA,NA,NA,805.263333333333,46.8233333333333
"1838",2015-01-12,2015-01-12,808.09,2015-01-12,46.06,808.09,46.06
"1839",2015-01-13,2015-01-13,820.97,2015-01-13,45.92,820.97,45.92
"1840",2015-01-14,2015-01-14,808.76,2015-01-14,48.49,808.76,48.49
"1841",2015-01-15,2015-01-15,811.76,2015-01-15,46.37,811.76,46.37
"1842",2015-01-16,2015-01-16,826.76,2015-01-16,48.49,826.76,48.49
"1843",2015-01-17,NA,NA,NA,NA,831.643333333333,48.065
"1844",2015-01-18,NA,NA,NA,NA,836.526666666667,47.64
"1845",2015-01-19,2015-01-19,841.41,2015-01-19,NA,841.41,47.215
"1846",2015-01-20,2015-01-20,852.35,2015-01-20,46.79,852.35,46.79
"1847",2015-01-21,2015-01-21,859.32,2015-01-21,47.85,859.32,47.85
"1848",2015-01-22,2015-01-22,848.44,2015-01-22,45.93,848.44,45.93
"1849",2015-01-23,2015-01-23,863.49,2015-01-23,45.26,863.49,45.26
"1850",2015-01-24,NA,NA,NA,NA,860.526666666667,45.1066666666667
"1851",2015-01-25,NA,NA,NA,NA,857.563333333333,44.9533333333333
"1852",2015-01-26,2015-01-26,854.6,2015-01-26,44.8,854.6,44.8
"1853",2015-01-27,2015-01-27,848.48,2015-01-27,45.84,848.48,45.84
"1854",2015-01-28,2015-01-28,846.71,2015-01-28,44.08,846.71,44.08
"1855",2015-01-29,2015-01-29,842.25,2015-01-29,44.12,842.25,44.12
"1856",2015-01-30,2015-01-30,837.42,2015-01-30,47.79,837.42,47.79
"1857",2015-01-31,NA,NA,NA,NA,840.92,48.2766666666667
"1858",2015-02-01,NA,NA,NA,NA,844.42,48.7633333333333
"1859",2015-02-02,2015-02-02,847.92,2015-02-02,49.25,847.92,49.25
"1860",2015-02-03,2015-02-03,851.84,2015-02-03,53.04,851.84,53.04
"1861",2015-02-04,2015-02-04,835.31,2015-02-04,48.45,835.31,48.45
"1862",2015-02-05,2015-02-05,828.8,2015-02-05,50.48,828.8,50.48
"1863",2015-02-06,2015-02-06,824.74,2015-02-06,51.66,824.74,51.66
"1864",2015-02-07,NA,NA,NA,NA,821.893333333333,52.1033333333333
"1865",2015-02-08,NA,NA,NA,NA,819.046666666667,52.5466666666667
"1866",2015-02-09,2015-02-09,816.2,2015-02-09,52.99,816.2,52.99
"1867",2015-02-10,2015-02-10,812.97,2015-02-10,50.06,812.97,50.06
"1868",2015-02-11,2015-02-11,807.73,2015-02-11,48.8,807.73,48.8
"1869",2015-02-12,2015-02-12,803.13,2015-02-12,51.17,803.13,51.17
"1870",2015-02-13,2015-02-13,795.84,2015-02-13,52.66,795.84,52.66
"1871",2015-02-14,NA,NA,NA,NA,797.863333333333,52.885
"1872",2015-02-15,NA,NA,NA,NA,799.886666666667,53.11
"1873",2015-02-16,2015-02-16,801.91,2015-02-16,NA,801.91,53.335
"1874",2015-02-17,2015-02-17,793.86,2015-02-17,53.56,793.86,53.56
"1875",2015-02-18,2015-02-18,781.77,2015-02-18,52.13,781.77,52.13
"1876",2015-02-19,2015-02-19,788.6,2015-02-19,51.12,788.6,51.12
"1877",2015-02-20,2015-02-20,782.51,2015-02-20,49.95,782.51,49.95
"1878",2015-02-21,NA,NA,NA,NA,780.713333333333,49.82
"1879",2015-02-22,NA,NA,NA,NA,778.916666666667,49.69
"1880",2015-02-23,2015-02-23,777.12,2015-02-23,49.56,777.12,49.56
"1881",2015-02-24,2015-02-24,774.59,2015-02-24,48.48,774.59,48.48
"1882",2015-02-25,2015-02-25,777.99,2015-02-25,50.25,777.99,50.25
"1883",2015-02-26,2015-02-26,785.58,2015-02-26,47.65,785.58,47.65
"1884",2015-02-27,2015-02-27,782.77,2015-02-27,49.84,782.77,49.84
"1885",2015-02-28,NA,NA,NA,NA,785.006666666667,49.7566666666667
"1886",2015-03-01,NA,NA,NA,NA,787.243333333333,49.6733333333333
"1887",2015-03-02,2015-03-02,789.48,2015-03-02,49.59,789.48,49.59
"1888",2015-03-03,2015-03-03,786.14,2015-03-03,50.43,786.14,50.43
"1889",2015-03-04,2015-03-04,785.19,2015-03-04,51.53,785.19,51.53
"1890",2015-03-05,2015-03-05,786.46,2015-03-05,50.76,786.46,50.76
"1891",2015-03-06,2015-03-06,787.85,2015-03-06,49.61,787.85,49.61
"1892",2015-03-07,NA,NA,NA,NA,784.186666666667,49.7233333333333
"1893",2015-03-08,NA,NA,NA,NA,780.523333333333,49.8366666666667
"1894",2015-03-09,2015-03-09,776.86,2015-03-09,49.95,776.86,49.95
"1895",2015-03-10,2015-03-10,770.41,2015-03-10,48.42,770.41,48.42
"1896",2015-03-11,2015-03-11,769.42,2015-03-11,48.06,769.42,48.06
"1897",2015-03-12,2015-03-12,774.48,2015-03-12,47.12,774.48,47.12
"1898",2015-03-13,2015-03-13,779.58,2015-03-13,44.88,779.58,44.88
"1899",2015-03-14,NA,NA,NA,NA,780.43,44.5633333333333
"1900",2015-03-15,NA,NA,NA,NA,781.28,44.2466666666667
"1901",2015-03-16,2015-03-16,782.13,2015-03-16,43.93,782.13,43.93
"1902",2015-03-17,2015-03-17,781.5,2015-03-17,43.39,781.5,43.39
"1903",2015-03-18,2015-03-18,782.91,2015-03-18,44.63,782.91,44.63
"1904",2015-03-19,2015-03-19,781.1,2015-03-19,44.02,781.1,44.02
"1905",2015-03-20,2015-03-20,794.73,2015-03-20,46,794.73,46
"1906",2015-03-21,NA,NA,NA,NA,793.743333333333,46.4666666666667
"1907",2015-03-22,NA,NA,NA,NA,792.756666666667,46.9333333333333
"1908",2015-03-23,2015-03-23,791.77,2015-03-23,47.4,791.77,47.4
"1909",2015-03-24,2015-03-24,798.96,2015-03-24,47.03,798.96,47.03
"1910",2015-03-25,2015-03-25,801.18,2015-03-25,48.75,801.18,48.75
"1911",2015-03-26,2015-03-26,809.23,2015-03-26,51.41,809.23,51.41
"1912",2015-03-27,2015-03-27,805.32,2015-03-27,48.83,805.32,48.83
"1913",2015-03-28,NA,NA,NA,NA,803.666666666667,48.7733333333333
"1914",2015-03-29,NA,NA,NA,NA,802.013333333333,48.7166666666667
"1915",2015-03-30,2015-03-30,800.36,2015-03-30,48.66,800.36,48.66
"1916",2015-03-31,2015-03-31,797.95,2015-03-31,47.72,797.95,47.72
"1917",2015-04-01,2015-04-01,800.36,2015-04-01,50.12,800.36,50.12
"1918",2015-04-02,2015-04-02,811.11,2015-04-02,49.13,811.11,49.13
"1919",2015-04-03,NA,NA,2015-04-03,NA,811.614,49.8675
"1920",2015-04-04,NA,NA,NA,NA,812.118,50.605
"1921",2015-04-05,NA,NA,NA,NA,812.622,51.3425
"1922",2015-04-06,NA,NA,2015-04-06,52.08,813.126,52.08
"1923",2015-04-07,2015-04-07,813.63,2015-04-07,53.95,813.63,53.95
"1924",2015-04-08,2015-04-08,811.4,2015-04-08,50.44,811.4,50.44
"1925",2015-04-09,2015-04-09,808.49,2015-04-09,50.79,808.49,50.79
"1926",2015-04-10,2015-04-10,820.58,2015-04-10,51.63,820.58,51.63
"1927",2015-04-11,NA,NA,NA,NA,820.566666666667,51.7366666666667
"1928",2015-04-12,NA,NA,NA,NA,820.553333333333,51.8433333333333
"1929",2015-04-13,2015-04-13,820.54,2015-04-13,51.95,820.54,51.95
"1930",2015-04-14,2015-04-14,814.33,2015-04-14,53.3,814.33,53.3
"1931",2015-04-15,2015-04-15,808.58,2015-04-15,56.25,808.58,56.25
"1932",2015-04-16,2015-04-16,811.4,2015-04-16,56.69,811.4,56.69
"1933",2015-04-17,2015-04-17,801.86,2015-04-17,55.71,801.86,55.71
"1934",2015-04-18,NA,NA,NA,NA,803.343333333333,55.93
"1935",2015-04-19,NA,NA,NA,NA,804.826666666667,56.15
"1936",2015-04-20,2015-04-20,806.31,2015-04-20,56.37,806.31,56.37
"1937",2015-04-21,2015-04-21,804.58,2015-04-21,55.58,804.58,55.58
"1938",2015-04-22,2015-04-22,799.19,2015-04-22,56.17,799.19,56.17
"1939",2015-04-23,2015-04-23,792.31,2015-04-23,56.59,792.31,56.59
"1940",2015-04-24,2015-04-24,788.04,2015-04-24,55.98,788.04,55.98
"1941",2015-04-25,NA,NA,NA,NA,785.643333333333,55.84
"1942",2015-04-26,NA,NA,NA,NA,783.246666666667,55.7
"1943",2015-04-27,2015-04-27,780.85,2015-04-27,55.56,780.85,55.56
"1944",2015-04-28,2015-04-28,788.17,2015-04-28,57.05,788.17,57.05
"1945",2015-04-29,2015-04-29,783.99,2015-04-29,58.55,783.99,58.55
"1946",2015-04-30,2015-04-30,779.73,2015-04-30,59.62,779.73,59.62
"1947",2015-05-01,2015-05-01,771.04,2015-05-01,59.1,771.04,59.1
"1948",2015-05-02,NA,NA,NA,NA,774.6775,59.04
"1949",2015-05-03,NA,NA,NA,NA,778.315,58.98
"1950",2015-05-04,NA,NA,2015-05-04,58.92,781.9525,58.92
"1951",2015-05-05,2015-05-05,785.59,2015-05-05,60.38,785.59,60.38
"1952",2015-05-06,2015-05-06,785.22,2015-05-06,60.93,785.22,60.93
"1953",2015-05-07,2015-05-07,776.94,2015-05-07,58.99,776.94,58.99
"1954",2015-05-08,2015-05-08,767.46,2015-05-08,59.41,767.46,59.41
"1955",2015-05-09,NA,NA,NA,NA,767.763333333333,59.35
"1956",2015-05-10,NA,NA,NA,NA,768.066666666667,59.29
"1957",2015-05-11,2015-05-11,768.37,2015-05-11,59.23,768.37,59.23
"1958",2015-05-12,2015-05-12,755.49,2015-05-12,60.72,755.49,60.72
"1959",2015-05-13,2015-05-13,761.55,2015-05-13,60.5,761.55,60.5
"1960",2015-05-14,2015-05-14,768.91,2015-05-14,59.89,768.91,59.89
"1961",2015-05-15,2015-05-15,772.95,2015-05-15,59.73,772.95,59.73
"1962",2015-05-16,NA,NA,NA,NA,776.673333333333,59.6333333333333
"1963",2015-05-17,NA,NA,NA,NA,780.396666666667,59.5366666666667
"1964",2015-05-18,2015-05-18,784.12,2015-05-18,59.44,784.12,59.44
"1965",2015-05-19,2015-05-19,785.31,2015-05-19,57.3,785.31,57.3
"1966",2015-05-20,2015-05-20,777.57,2015-05-20,58.96,777.57,58.96
"1967",2015-05-21,2015-05-21,772.6,2015-05-21,60.18,772.6,60.18
"1968",2015-05-22,2015-05-22,772.96,2015-05-22,58.88,772.96,58.88
"1969",2015-05-23,NA,NA,NA,NA,773.4125,58.4825
"1970",2015-05-24,NA,NA,NA,NA,773.865,58.085
"1971",2015-05-25,NA,NA,2015-05-25,NA,774.3175,57.6875
"1972",2015-05-26,2015-05-26,774.77,2015-05-26,57.29,774.77,57.29
"1973",2015-05-27,2015-05-27,770.64,2015-05-27,57.51,770.64,57.51
"1974",2015-05-28,2015-05-28,775.94,2015-05-28,57.69,775.94,57.69
"1975",2015-05-29,2015-05-29,778.24,2015-05-29,60.25,778.24,60.25
"1976",2015-05-30,NA,NA,NA,NA,778.96,60.2466666666667
"1977",2015-05-31,NA,NA,NA,NA,779.68,60.2433333333333
"1978",2015-06-01,2015-06-01,780.4,2015-06-01,60.24,780.4,60.24
"1979",2015-06-02,2015-06-02,779.91,2015-06-02,61.3,779.91,61.3
"1980",2015-06-03,2015-06-03,777.6,2015-06-03,59.67,777.6,59.67
"1981",2015-06-04,2015-06-04,766.56,2015-06-04,58,766.56,58
"1982",2015-06-05,2015-06-05,767.82,2015-06-05,59.11,767.82,59.11
"1983",2015-06-06,NA,NA,NA,NA,768.496666666667,58.79
"1984",2015-06-07,NA,NA,NA,NA,769.173333333333,58.47
"1985",2015-06-08,2015-06-08,769.85,2015-06-08,58.15,769.85,58.15
"1986",2015-06-09,2015-06-09,772.4,2015-06-09,60.15,772.4,60.15
"1987",2015-06-10,2015-06-10,767.86,2015-06-10,61.36,767.86,61.36
"1988",2015-06-11,2015-06-11,763.51,2015-06-11,60.74,763.51,60.74
"1989",2015-06-12,2015-06-12,761.27,2015-06-12,59.96,761.27,59.96
"1990",2015-06-13,NA,NA,NA,NA,760.85,59.8166666666667
"1991",2015-06-14,NA,NA,NA,NA,760.43,59.6733333333333
"1992",2015-06-15,2015-06-15,760.01,2015-06-15,59.53,760.01,59.53
"1993",2015-06-16,2015-06-16,759.36,2015-06-16,60.01,759.36,60.01
"1994",2015-06-17,2015-06-17,748.92,2015-06-17,59.89,748.92,59.89
"1995",2015-06-18,2015-06-18,752.42,2015-06-18,60.41,752.42,60.41
"1996",2015-06-19,2015-06-19,755.65,2015-06-19,59.62,755.65,59.62
"1997",2015-06-20,NA,NA,NA,NA,754.61,59.75
"1998",2015-06-21,NA,NA,NA,NA,753.57,59.88
"1999",2015-06-22,2015-06-22,752.53,2015-06-22,60.01,752.53,60.01
"2000",2015-06-23,2015-06-23,749.17,2015-06-23,61.05,749.17,61.05
"2001",2015-06-24,2015-06-24,744.71,2015-06-24,60.01,744.71,60.01
"2002",2015-06-25,2015-06-25,748.8,2015-06-25,59.59,748.8,59.59
"2003",2015-06-26,2015-06-26,745.89,2015-06-26,59.41,745.89,59.41
"2004",2015-06-27,NA,NA,NA,NA,746.96,59.0533333333333
"2005",2015-06-28,NA,NA,NA,NA,748.03,58.6966666666667
"2006",2015-06-29,2015-06-29,749.1,2015-06-29,58.34,749.1,58.34
"2007",2015-06-30,2015-06-30,747.08,2015-06-30,59.48,747.08,59.48
"2008",2015-07-01,2015-07-01,748.38,2015-07-01,56.94,748.38,56.94
"2009",2015-07-02,2015-07-02,745.7,2015-07-02,56.93,745.7,56.93
"2010",2015-07-03,2015-07-03,747.44,2015-07-03,NA,747.44,55.8175
"2011",2015-07-04,NA,NA,NA,NA,747.77,54.705
"2012",2015-07-05,NA,NA,NA,NA,748.1,53.5925
"2013",2015-07-06,2015-07-06,748.43,2015-07-06,52.48,748.43,52.48
"2014",2015-07-07,2015-07-07,752.1,2015-07-07,52.33,752.1,52.33
"2015",2015-07-08,2015-07-08,749.46,2015-07-08,51.61,749.46,51.61
