period,LBMA Gold Prices - daily - euro - AM (LBMA/gold_D/gold_D_EUR_AM)
1984-12-21,264.09
1984-12-27,264.94
1984-12-28,265.55
1984-12-31,265.69
1985-01-02,267.19
1985-01-03,260.89
1985-01-04,263.3
1985-01-07,259.13
1985-01-08,263.28
1985-01-09,261.14
1985-01-10,266.08
1985-01-11,269.34
1985-01-14,267.66
1985-01-15,270.86
1985-01-16,269.56
1985-01-17,272.31
1985-01-18,273.16
1985-01-21,272.45
1985-01-22,272.27
1985-01-23,269.78
1985-01-24,270.47
1985-01-25,267.31
1985-01-28,268.36
1985-01-29,271.59
1985-01-30,270.57
1985-01-31,270.42
1985-02-01,270.09
1985-02-04,269.33
1985-02-05,271.07
1985-02-06,272.81
1985-02-07,271.74
1985-02-08,268.83
1985-02-11,271.2
1985-02-12,276.67
1985-02-13,276.66
1985-02-14,277.79
1985-02-15,275.93
1985-02-18,276.22
1985-02-19,277.18
1985-02-20,277.39
1985-02-21,277.37
1985-02-22,276.28
1985-02-25,271.54
1985-02-26,270.78
1985-02-27,268.72
1985-02-28,265.59
1985-03-01,267.55
1985-03-04,268.81
1985-03-05,271.73
1985-03-06,271.88
1985-03-07,272.03
1985-03-08,272.26
1985-03-11,269.07
1985-03-12,264.18
1985-03-13,266.56
1985-03-14,268.83
1985-03-15,269.93
1985-03-18,269.38
1985-03-19,270.82
1985-03-20,289.15
1985-03-21,272.17
1985-03-22,269.54
1985-03-25,269.61
1985-03-26,268.55
1985-03-27,273.5
1985-03-28,264.69
1985-03-29,264.69
1985-04-01,262.56
1985-04-02,261.12
1985-04-03,261.27
1985-04-04,263.07
1985-04-09,267.42
1985-04-10,267.63
1985-04-11,266.07
1985-04-12,263.63
1985-04-15,261.89
1985-04-16,258.88
1985-04-17,254.67
1985-04-18,257.05
1985-04-19,253.4
1985-04-22,254.44
1985-04-23,255.45
1985-04-24,259.22
1985-04-25,265.9
1985-04-26,268.53
1985-04-29,262.56
1985-04-30,261.39
1985-05-01,256.69
1985-05-02,256.85
1985-05-03,258.3
1985-05-07,258.19
1985-05-08,258.54
1985-05-09,256.84
1985-05-10,254.2
1985-05-13,255.09
1985-05-14,256.92
1985-05-15,254.92
1985-05-16,254.73
1985-05-17,254.15
1985-05-20,251.03
1985-05-21,247.36
1985-05-22,250.02
1985-05-23,251.65
1985-05-24,249.37
1985-05-28,249.98
1985-05-29,247.57
1985-05-30,246.87
1985-05-31,245.92
1985-06-03,244.77
1985-06-04,245.73
1985-06-05,247.13
1985-06-06,248.03
1985-06-07,247.53
1985-06-10,246.28
1985-06-11,247.96
1985-06-12,248.12
1985-06-13,248.79
1985-06-14,248.29
1985-06-17,248.98
1985-06-18,249.94
1985-06-19,247.45
1985-06-20,248.23
1985-06-21,246.87
1985-06-24,244.28
1985-06-25,245.3
1985-06-26,245.58
1985-06-27,243.83
1985-06-28,244.1
1985-07-01,239.48
1985-07-02,238.46
1985-07-03,237.45
1985-07-04,236.09
1985-07-05,236.17
1985-07-08,235.0
1985-07-09,233.62
1985-07-10,228.29
1985-07-11,227.97
1985-07-12,227.39
1985-07-15,228.41
1985-07-16,227.67
1985-07-17,227.91
1985-07-18,227.51
1985-07-19,227.21
1985-07-22,227.61
1985-07-23,228.17
1985-07-24,226.85
1985-07-25,226.45
1985-07-26,225.6
1985-07-29,226.35
1985-07-30,227.05
1985-07-31,229.79
1985-08-01,231.82
1985-08-02,234.26
1985-08-05,235.51
1985-08-06,236.24
1985-08-07,241.18
1985-08-08,237.86
1985-08-09,237.32
1985-08-12,237.01
1985-08-13,235.06
1985-08-14,235.61
1985-08-15,235.32
1985-08-16,238.75
1985-08-19,242.06
1985-08-20,239.9
1985-08-21,241.37
1985-08-22,240.15
1985-08-23,237.91
1985-08-27,240.72
1985-08-28,242.57
1985-08-29,240.55
1985-08-30,239.82
1985-09-02,241.98
1985-09-03,241.7
1985-09-04,236.97
1985-09-05,237.01
1985-09-06,237.78
1985-09-09,243.87
1985-09-10,244.89
1985-09-11,244.4
1985-09-12,244.94
1985-09-13,240.38
1985-09-16,239.56
1985-09-17,237.04
1985-09-18,236.37
1985-09-19,236.54
1985-09-20,236.48
1985-09-23,229.44
1985-09-24,229.09
1985-09-25,229.83
1985-09-26,228.81
1985-09-27,231.9
1985-09-30,233.05
1985-10-01,229.97
1985-10-02,228.3
1985-10-03,229.14
1985-10-04,231.4
1985-10-07,230.7
1985-10-08,230.3
1985-10-09,231.09
1985-10-10,230.1
1985-10-11,230.49
1985-10-14,231.25
1985-10-15,231.24
1985-10-16,230.6
1985-10-17,229.19
1985-10-18,228.87
1985-10-21,227.49
1985-10-22,227.11
1985-10-23,227.81
1985-10-24,227.54
1985-10-25,228.33
1985-10-28,228.96
1985-10-29,227.77
1985-10-30,226.32
1985-10-31,225.64
1985-11-01,226.24
1985-11-04,225.41
1985-11-05,225.77
1985-11-06,225.96
1985-11-07,225.46
1985-11-08,227.52
1985-11-11,227.77
1985-11-12,228.09
1985-11-13,228.44
1985-11-14,227.75
1985-11-15,227.17
1985-11-18,227.43
1985-11-19,226.72
1985-11-20,226.23
1985-11-21,225.46
1985-11-22,225.42
1985-11-25,225.52
1985-11-26,227.57
1985-11-27,224.87
1985-11-28,222.13
1985-11-29,220.4
1985-12-02,216.73
1985-12-03,217.76
1985-12-04,218.23
1985-12-05,218.01
1985-12-06,218.42
1985-12-09,219.06
1985-12-10,219.21
1985-12-11,221.38
1985-12-12,220.01
1985-12-13,220.23
1985-12-16,221.16
1985-12-17,223.03
1985-12-18,223.56
1985-12-19,227.11
1985-12-20,227.45
1985-12-23,227.96
1985-12-24,227.65
1985-12-27,226.74
1985-12-30,226.65
1985-12-31,226.61
1986-01-02,224.3
1986-01-03,225.53
1986-01-06,228.62
1986-01-07,227.77
1986-01-08,229.35
1986-01-09,231.12
1986-01-10,231.83
1986-01-13,235.9
1986-01-14,235.28
1986-01-15,240.01
1986-01-16,249.26
1986-01-17,248.61
1986-01-20,247.29
1986-01-21,252.03
1986-01-22,250.5
1986-01-23,249.38
1986-01-24,254.66
1986-01-27,261.85
1986-01-28,251.19
1986-01-29,251.88
1986-01-30,253.13
1986-01-31,250.12
1986-02-03,249.95
1986-02-04,246.2
1986-02-05,242.13
1986-02-06,242.26
1986-02-07,240.67
1986-02-10,242.56
1986-02-11,239.83
1986-02-12,238.78
1986-02-13,236.9
1986-02-14,232.57
1986-02-17,234.92
1986-02-18,233.84
1986-02-19,237.53
1986-02-20,232.68
1986-02-21,235.34
1986-02-24,234.9
1986-02-25,235.4
1986-02-26,233.02
1986-02-27,226.44
1986-02-28,230.65
1986-03-03,236.52
1986-03-04,233.12
1986-03-05,233.5
1986-03-06,235.9
1986-03-07,235.91
1986-03-10,235.56
1986-03-11,235.95
1986-03-12,233.24
1986-03-13,239.84
1986-03-14,236.75
1986-03-17,238.62
1986-03-18,239.29
1986-03-19,236.54
1986-03-20,234.56
1986-03-21,234.5
1986-03-24,235.4
1986-03-25,240.89
1986-03-26,235.72
1986-03-27,233.34
1986-04-01,227.91
1986-04-02,227.84
1986-04-03,229.37
1986-04-04,230.42
1986-04-07,230.8
1986-04-08,231.55
1986-04-09,231.45
1986-04-10,230.98
1986-04-11,230.21
1986-04-14,232.44
1986-04-15,230.13
1986-04-16,227.62
1986-04-17,225.22
1986-04-18,224.49
1986-04-21,226.11
1986-04-22,225.75
1986-04-23,227.97
1986-04-24,224.6
1986-04-25,224.34
1986-04-28,222.84
1986-04-29,220.99
1986-04-30,223.36
1986-05-01,224.63
1986-05-02,224.74
1986-05-06,222.65
1986-05-07,222.61
1986-05-08,222.61
1986-05-09,223.42
1986-05-12,222.95
1986-05-13,222.24
1986-05-14,222.97
1986-05-15,222.33
1986-05-16,224.68
1986-05-19,225.42
1986-05-20,222.27
1986-05-21,223.5
1986-05-22,225.55
1986-05-23,228.12
1986-05-27,228.32
1986-05-28,227.25
1986-05-29,228.53
1986-05-30,231.45
1986-06-02,233.1
1986-06-03,229.35
1986-06-04,228.48
1986-06-05,229.43
1986-06-06,226.49
1986-06-09,228.28
1986-06-10,230.93
1986-06-11,226.72
1986-06-12,228.16
1986-06-13,229.08
1986-06-16,226.99
1986-06-17,223.94
1986-06-18,224.62
1986-06-19,224.72
1986-06-20,225.33
1986-06-23,228.75
1986-06-24,225.44
1986-06-25,226.3
1986-06-26,227.41
1986-06-27,225.95
1986-06-30,225.89
1986-07-01,224.13
1986-07-02,223.74
1986-07-03,222.3
1986-07-04,222.17
1986-07-07,223.06
1986-07-08,225.66
1986-07-09,228.17
1986-07-10,227.94
1986-07-11,229.4
1986-07-14,232.63
1986-07-15,231.73
1986-07-16,230.89
1986-07-17,229.74
1986-07-18,231.4
1986-07-21,235.73
1986-07-22,236.33
1986-07-23,235.76
1986-07-24,233.14
1986-07-25,234.31
1986-07-28,238.23
1986-07-29,238.04
1986-07-30,235.17
1986-07-31,239.86
1986-08-01,241.62
1986-08-04,242.56
1986-08-05,240.85
1986-08-06,243.24
1986-08-07,244.18
1986-08-08,244.99
1986-08-11,267.19
1986-08-12,259.65
1986-08-13,263.03
1986-08-14,257.86
1986-08-15,258.08
1986-08-18,252.24
1986-08-19,249.46
1986-08-20,252.25
1986-08-21,254.96
1986-08-22,256.18
1986-08-26,256.2
1986-08-27,254.74
1986-08-28,258.85
1986-08-29,261.08
1986-09-01,263.09
1986-09-02,264.96
1986-09-03,272.52
1986-09-04,268.76
1986-09-05,279.08
1986-09-08,280.83
1986-09-09,277.37
1986-09-10,280.35
1986-09-11,274.57
1986-09-12,285.06
1986-09-15,279.81
1986-09-16,279.94
1986-09-17,280.03
1986-09-18,281.35
1986-09-19,285.91
1986-09-22,303.05
1986-09-23,301.04
1986-09-24,298.18
1986-09-25,298.72
1986-09-26,302.76
1986-09-29,298.06
1986-09-30,291.19
1986-10-01,294.26
1986-10-02,295.69
1986-10-03,302.88
1986-10-06,302.81
1986-10-07,307.05
1986-10-08,307.6
1986-10-09,304.97
1986-10-10,299.72
1986-10-13,300.84
1986-10-14,300.88
1986-10-15,296.52
1986-10-16,295.83
1986-10-17,294.12
1986-10-20,293.77
1986-10-21,297.53
1986-10-22,297.01
1986-10-23,297.01
1986-10-24,291.46
1986-10-27,291.12
1986-10-28,289.29
1986-10-29,288.31
1986-10-30,286.63
1986-10-31,286.85
1986-11-03,282.9
1986-11-04,288.8
1986-11-05,287.94
1986-11-06,283.81
1986-11-07,286.27
1986-11-10,284.75
1986-11-11,283.41
1986-11-12,285.67
1986-11-13,286.66
1986-11-14,285.65
1986-11-17,275.04
1986-11-18,272.76
1986-11-19,276.05
1986-11-20,273.69
1986-11-21,275.69
1986-11-24,268.23
1986-11-25,268.83
1986-11-26,268.72
1986-11-27,267.81
1986-11-28,271.46
1986-12-01,278.62
1986-12-02,275.73
1986-12-03,269.1
1986-12-04,273.18
1986-12-05,272.19
1986-12-08,274.81
1986-12-09,273.08
1986-12-10,271.7
1986-12-11,272.77
1986-12-12,273.15
1986-12-15,275.21
1986-12-16,274.55
1986-12-17,274.76
1986-12-18,274.53
1986-12-19,275.01
1986-12-22,274.26
1986-12-23,272.18
1986-12-24,268.36
1986-12-29,268.69
1986-12-30,265.68
1986-12-31,264.57
1987-01-02,270.61
1987-01-05,269.45
1987-01-06,272.34
1987-01-07,271.86
1987-01-08,273.61
1987-01-09,272.95
1987-01-12,276.4
1987-01-13,274.14
1987-01-14,277.1
1987-01-15,276.3
1987-01-16,275.6
1987-01-19,274.43
1987-01-20,274.43
1987-01-21,269.07
1987-01-22,267.41
1987-01-23,265.41
1987-01-26,264.31
1987-01-27,267.47
1987-01-28,269.67
1987-01-29,266.62
1987-01-30,265.95
1987-02-02,267.93
1987-02-03,263.0
1987-02-04,263.93
1987-02-05,265.22
1987-02-06,266.48
1987-02-09,267.71
1987-02-10,265.13
1987-02-11,264.02
1987-02-12,264.21
1987-02-13,261.0
1987-02-16,259.83
1987-02-17,259.29
1987-02-18,256.29
1987-02-19,258.34
1987-02-20,259.97
1987-02-23,262.11
1987-02-24,260.58
1987-02-25,264.06
1987-02-26,262.09
1987-02-27,262.67
1987-03-02,259.61
1987-03-03,258.95
1987-03-04,260.15
1987-03-05,262.07
1987-03-06,256.79
1987-03-09,253.82
1987-03-10,255.68
1987-03-11,254.92
1987-03-12,256.2
1987-03-13,259.27
1987-03-16,256.16
1987-03-17,254.63
1987-03-18,253.13
1987-03-19,252.92
1987-03-20,253.2
1987-03-23,252.05
1987-03-24,252.93
1987-03-25,256.98
1987-03-26,257.06
1987-03-27,258.81
1987-03-30,261.7
1987-03-31,260.85
1987-04-01,261.01
1987-04-02,263.88
1987-04-03,260.35
1987-04-06,259.47
1987-04-07,259.09
1987-04-08,261.96
1987-04-09,260.35
1987-04-10,266.11
1987-04-13,268.37
1987-04-14,270.46
1987-04-15,273.87
1987-04-16,270.77
1987-04-21,277.57
1987-04-22,274.6
1987-04-23,277.71
1987-04-24,280.48
1987-04-27,285.65
1987-04-28,274.22
1987-04-29,273.32
1987-04-30,273.06
1987-05-01,270.83
1987-05-05,273.62
1987-05-06,271.26
1987-05-07,271.78
1987-05-08,271.36
1987-05-11,271.93
1987-05-12,276.51
1987-05-13,275.74
1987-05-14,275.57
1987-05-15,278.05
1987-05-18,282.79
1987-05-19,280.57
1987-05-20,284.13
1987-05-21,278.93
1987-05-22,281.8
1987-05-26,277.97
1987-05-27,277.68
1987-05-28,278.39
1987-05-29,277.83
1987-06-01,273.87
1987-06-02,274.5
1987-06-03,275.93
1987-06-04,276.65
1987-06-05,278.05
1987-06-08,277.5
1987-06-09,274.35
1987-06-10,274.22
1987-06-11,275.11
1987-06-12,277.42
1987-06-15,274.4
1987-06-16,276.95
1987-06-17,274.78
1987-06-18,275.73
1987-06-19,277.39
1987-06-22,275.44
1987-06-23,275.22
1987-06-24,274.39
1987-06-25,272.33
1987-06-26,273.48
1987-06-29,278.73
1987-06-30,277.87
1987-07-01,276.58
1987-07-02,276.26
1987-07-03,274.52
1987-07-06,274.83
1987-07-07,274.43
1987-07-08,273.47
1987-07-09,274.52
1987-07-10,276.28
1987-07-13,275.15
1987-07-14,276.79
1987-07-15,277.71
1987-07-16,277.89
1987-07-17,278.77
1987-07-20,280.07
1987-07-21,282.28
1987-07-22,283.24
1987-07-23,283.86
1987-07-24,283.22
1987-07-27,282.75
1987-07-28,284.23
1987-07-29,286.92
1987-07-30,286.02
1987-07-31,291.36
1987-08-03,297.12
1987-08-04,301.17
1987-08-05,297.47
1987-08-06,297.93
1987-08-07,295.07
1987-08-10,293.24
1987-08-11,294.53
1987-08-12,293.44
1987-08-13,292.22
1987-08-14,290.21
1987-08-17,286.22
1987-08-18,284.37
1987-08-19,284.26
1987-08-20,282.7
1987-08-21,279.98
1987-08-24,279.92
1987-08-25,282.45
1987-08-26,283.47
1987-08-27,282.44
1987-08-28,279.95
1987-09-01,276.62
1987-09-02,277.37
1987-09-03,279.97
1987-09-04,280.4
1987-09-07,279.65
1987-09-08,278.68
1987-09-09,275.94
1987-09-10,280.19
1987-09-11,279.66
1987-09-14,278.47
1987-09-15,279.98
1987-09-16,278.64
1987-09-17,279.08
1987-09-18,278.93
1987-09-21,277.54
1987-09-22,281.17
1987-09-23,281.57
1987-09-24,281.91
1987-09-25,281.49
1987-09-28,280.87
1987-09-29,281.79
1987-09-30,281.69
1987-10-01,279.45
1987-10-02,280.27
1987-10-05,280.58
1987-10-06,280.1
1987-10-07,279.31
1987-10-08,278.98
1987-10-09,280.15
1987-10-12,279.62
1987-10-13,279.3
1987-10-14,279.3
1987-10-15,277.71
1987-10-16,278.96
1987-10-19,284.71
1987-10-20,288.3
1987-10-21,282.31
1987-10-22,284.52
1987-10-23,285.76
1987-10-26,281.11
1987-10-27,280.45
1987-10-28,280.58
1987-10-29,275.72
1987-10-30,273.21
1987-11-02,271.54
1987-11-03,269.75
1987-11-04,267.16
1987-11-05,260.65
1987-11-06,257.71
1987-11-09,260.1
1987-11-10,255.71
1987-11-11,257.93
1987-11-12,261.85
1987-11-13,262.63
1987-11-16,264.77
1987-11-17,263.76
1987-11-18,263.6
1987-11-19,261.27
1987-11-20,261.1
1987-11-23,261.15
1987-11-24,268.43
1987-11-25,267.61
1987-11-26,266.1
1987-11-27,264.71
1987-11-30,270.04
1987-12-01,268.86
1987-12-02,271.8
1987-12-03,268.85
1987-12-04,268.25
1987-12-07,268.17
1987-12-08,268.77
1987-12-09,268.54
1987-12-10,268.53
1987-12-11,269.53
1987-12-14,272.67
1987-12-15,269.08
1987-12-16,266.59
1987-12-17,265.15
1987-12-18,263.89
1987-12-21,262.44
1987-12-22,263.03
1987-12-23,264.43
1987-12-24,264.71
1987-12-29,262.4
1987-12-30,262.74
1987-12-31,259.88
1988-01-04,258.32
1988-01-05,257.31
1988-01-06,263.5
1988-01-07,266.49
1988-01-08,266.09
1988-01-11,265.92
1988-01-12,264.98
1988-01-13,262.63
1988-01-14,264.09
1988-01-15,265.5
1988-01-18,269.15
1988-01-19,268.77
1988-01-20,266.45
1988-01-21,265.02
1988-01-22,267.33
1988-01-25,268.19
1988-01-26,266.33
1988-01-27,264.08
1988-01-28,261.95
1988-01-29,262.33
1988-02-01,259.16
1988-02-02,258.58
1988-02-03,252.6
1988-02-04,248.71
1988-02-05,251.64
1988-02-08,253.07
1988-02-09,251.65
1988-02-10,252.13
1988-02-11,250.4
1988-02-12,250.64
1988-02-15,254.55
1988-02-16,255.35
1988-02-17,254.6
1988-02-18,255.03
1988-02-19,253.88
1988-02-22,253.5
1988-02-23,251.23
1988-02-24,247.74
1988-02-25,246.21
1988-02-26,244.27
1988-02-29,238.89
1988-03-01,242.18
1988-03-02,243.17
1988-03-03,242.58
1988-03-04,243.11
1988-03-07,242.4
1988-03-08,238.27
1988-03-09,237.4
1988-03-10,237.21
1988-03-11,239.86
1988-03-14,237.57
1988-03-15,238.6
1988-03-16,241.64
1988-03-17,241.42
1988-03-18,242.23
1988-03-21,243.82
1988-03-22,245.78
1988-03-23,245.06
1988-03-24,246.28
1988-03-25,244.99
1988-03-28,244.69
1988-03-29,244.2
1988-03-30,243.92
1988-03-31,243.62
1988-04-05,241.68
1988-04-06,239.6
1988-04-07,238.85
1988-04-08,238.74
1988-04-11,241.54
1988-04-12,243.46
1988-04-13,243.0
1988-04-14,242.76
1988-04-15,240.99
1988-04-18,241.39
1988-04-19,241.17
1988-04-20,241.66
1988-04-21,240.53
1988-04-22,239.7
1988-04-25,238.8
1988-04-26,238.49
1988-04-27,239.56
1988-04-28,241.12
1988-04-29,239.68
1988-05-03,237.66
1988-05-04,236.97
1988-05-05,238.73
1988-05-06,238.86
1988-05-09,237.16
1988-05-10,237.44
1988-05-11,238.19
1988-05-12,238.83
1988-05-13,238.78
1988-05-16,239.81
1988-05-17,240.08
1988-05-18,243.58
1988-05-19,244.7
1988-05-20,244.85
1988-05-23,246.33
1988-05-24,245.15
1988-05-25,245.7
1988-05-26,243.29
1988-05-27,243.35
1988-05-31,245.83
1988-06-01,249.56
1988-06-02,250.22
1988-06-03,258.04
1988-06-06,257.05
1988-06-07,255.87
1988-06-08,251.78
1988-06-09,251.01
1988-06-10,250.93
1988-06-13,246.85
1988-06-14,248.38
1988-06-15,251.49
1988-06-16,252.6
1988-06-17,252.34
1988-06-20,253.68
1988-06-21,252.7
1988-06-22,253.12
1988-06-23,254.32
1988-06-24,255.62
1988-06-27,257.35
1988-06-28,256.86
1988-06-29,254.75
1988-06-30,255.17
1988-07-01,256.16
1988-07-04,258.59
1988-07-05,257.07
1988-07-06,255.15
1988-07-07,255.54
1988-07-08,256.29
1988-07-11,258.89
1988-07-12,256.8
1988-07-13,257.35
1988-07-14,260.02
1988-07-15,260.26
1988-07-18,263.25
1988-07-19,259.03
1988-07-20,260.08
1988-07-21,257.53
1988-07-22,255.04
1988-07-25,254.68
1988-07-26,249.54
1988-07-27,252.16
1988-07-28,247.05
1988-07-29,252.11
1988-08-01,254.88
1988-08-02,251.92
1988-08-03,252.9
1988-08-04,253.15
1988-08-05,252.98
1988-08-08,255.31
1988-08-09,251.2
1988-08-10,252.93
1988-08-11,251.83
1988-08-12,249.65
1988-08-15,251.47
1988-08-16,252.34
1988-08-17,252.06
1988-08-18,253.81
1988-08-19,254.13
1988-08-22,254.68
1988-08-23,257.02
1988-08-24,257.17
1988-08-25,257.25
1988-08-26,256.05
1988-08-30,254.76
1988-08-31,253.58
1988-09-01,256.06
1988-09-02,256.93
1988-09-05,253.26
1988-09-06,252.0
1988-09-07,250.4
1988-09-08,252.09
1988-09-09,252.44
1988-09-12,246.39
1988-09-13,247.68
1988-09-14,249.35
1988-09-15,251.01
1988-09-16,248.91
1988-09-19,243.82
1988-09-20,244.37
1988-09-21,239.16
1988-09-22,239.17
1988-09-23,239.48
1988-09-26,233.87
1988-09-27,237.65
1988-09-28,235.99
1988-09-29,236.53
1988-09-30,234.74
1988-10-03,232.7
1988-10-04,234.45
1988-10-05,234.64
1988-10-06,237.86
1988-10-07,238.43
1988-10-10,237.85
1988-10-11,237.28
1988-10-12,234.47
1988-10-13,235.26
1988-10-14,233.09
1988-10-17,234.11
1988-10-18,236.66
1988-10-19,234.74
1988-10-20,233.55
1988-10-21,233.47
1988-10-24,231.93
1988-10-25,232.44
1988-10-26,232.33
1988-10-27,231.47
1988-10-28,230.77
1988-10-31,231.96
1988-11-01,232.51
1988-11-02,232.52
1988-11-03,237.21
1988-11-04,235.89
1988-11-07,238.26
1988-11-08,237.15
1988-11-09,235.3
1988-11-10,235.17
1988-11-11,232.18
1988-11-14,233.2
1988-11-15,233.66
1988-11-16,233.74
1988-11-17,230.93
1988-11-18,231.78
1988-11-21,229.47
1988-11-22,227.89
1988-11-23,228.14
1988-11-24,228.74
1988-11-25,230.21
1988-11-28,229.15
1988-11-29,229.03
1988-11-30,228.1
1988-12-01,229.44
1988-12-02,228.93
1988-12-05,230.16
1988-12-06,229.69
1988-12-07,229.42
1988-12-08,229.0
1988-12-09,228.71
1988-12-12,228.53
1988-12-13,229.39
1988-12-14,230.68
1988-12-15,230.02
1988-12-16,226.31
1988-12-19,226.81
1988-12-20,228.04
1988-12-21,229.34
1988-12-22,230.12
1988-12-23,231.33
1988-12-28,230.96
1988-12-29,230.72
1988-12-30,227.55
1989-01-03,226.3
1989-01-04,226.11
1989-01-05,225.91
1989-01-06,227.74
1989-01-09,228.87
1989-01-10,229.1
1989-01-11,227.0
1989-01-12,226.22
1989-01-13,227.67
1989-01-16,227.88
1989-01-17,226.98
1989-01-18,228.27
1989-01-19,229.1
1989-01-20,230.08
1989-01-23,230.52
1989-01-24,228.91
1989-01-25,228.41
1989-01-26,228.73
1989-01-27,227.44
1989-01-30,224.09
1989-01-31,224.03
1989-02-01,224.58
1989-02-02,224.3
1989-02-03,223.6
1989-02-06,225.31
1989-02-07,225.24
1989-02-08,224.11
1989-02-09,224.71
1989-02-10,222.17
1989-02-13,220.73
1989-02-14,219.18
1989-02-15,215.19
1989-02-16,217.52
1989-02-17,213.3
1989-02-20,216.21
1989-02-21,217.88
1989-02-22,221.08
1989-02-23,221.53
1989-02-24,221.42
1989-02-27,222.93
1989-02-28,222.08
1989-03-01,222.75
1989-03-02,223.08
1989-03-03,224.36
1989-03-06,224.42
1989-03-07,224.27
1989-03-08,228.24
1989-03-09,228.64
1989-03-10,230.31
1989-03-13,228.8
1989-03-14,230.1
1989-03-15,228.56
1989-03-16,229.96
1989-03-17,226.4
1989-03-20,230.59
1989-03-21,229.66
1989-03-22,228.76
1989-03-23,229.3
1989-03-28,230.15
1989-03-29,226.68
1989-03-30,227.19
1989-03-31,226.32
1989-04-03,229.28
1989-04-04,226.95
1989-04-05,226.22
1989-04-06,225.87
1989-04-07,225.72
1989-04-10,225.16
1989-04-11,226.42
1989-04-12,227.15
1989-04-13,228.2
1989-04-14,229.0
1989-04-17,225.5
1989-04-18,225.36
1989-04-19,223.62
1989-04-20,224.46
1989-04-21,224.17
1989-04-24,223.95
1989-04-25,226.76
1989-04-26,226.52
1989-04-27,227.23
1989-04-28,225.22
1989-05-02,223.88
1989-05-03,223.55
1989-05-04,224.56
1989-05-05,224.84
1989-05-08,225.22
1989-05-09,225.65
1989-05-10,226.65
1989-05-11,226.62
1989-05-12,228.16
1989-05-15,227.55
1989-05-16,227.59
1989-05-17,228.38
1989-05-18,229.61
1989-05-19,226.22
1989-05-22,227.95
1989-05-23,230.0
1989-05-24,231.11
1989-05-25,230.37
1989-05-26,228.93
1989-05-30,231.01
1989-05-31,231.01
1989-06-01,228.98
1989-06-02,228.98
1989-06-05,230.22
1989-06-06,233.05
1989-06-07,238.26
1989-06-08,237.59
1989-06-09,237.33
1989-06-12,233.86
1989-06-13,237.09
1989-06-14,237.66
1989-06-15,239.17
1989-06-16,239.6
1989-06-19,236.8
1989-06-20,235.46
1989-06-21,238.71
1989-06-22,237.13
1989-06-23,237.47
1989-06-26,241.51
1989-06-27,241.19
1989-06-28,238.79
1989-06-29,240.91
1989-06-30,239.53
1989-07-03,238.88
1989-07-04,237.72
1989-07-05,236.43
1989-07-06,236.71
1989-07-07,236.69
1989-07-10,235.57
1989-07-11,234.39
1989-07-12,233.75
1989-07-13,231.71
1989-07-14,231.27
1989-07-17,230.98
1989-07-18,230.27
1989-07-19,229.42
1989-07-20,228.64
1989-07-21,228.26
1989-07-24,229.63
1989-07-25,229.13
1989-07-26,226.91
1989-07-27,225.67
1989-07-28,224.47
1989-07-31,222.04
1989-08-01,223.06
1989-08-02,222.5
1989-08-03,223.27
1989-08-04,227.28
1989-08-07,229.29
1989-08-08,226.43
1989-08-09,225.08
1989-08-10,224.44
1989-08-11,227.79
1989-08-14,228.59
1989-08-15,230.82
1989-08-16,233.29
1989-08-17,232.43
1989-08-18,234.13
1989-08-21,232.92
1989-08-22,232.28
1989-08-23,230.95
1989-08-24,232.33
1989-08-25,230.11
1989-08-29,228.64
1989-08-30,228.07
1989-08-31,228.65
1989-09-01,228.96
1989-09-04,230.83
1989-09-05,232.49
1989-09-06,232.29
1989-09-07,232.91
1989-09-08,232.46
1989-09-11,232.38
1989-09-12,231.73
1989-09-13,230.93
1989-09-14,230.2
1989-09-15,231.21
1989-09-18,231.32
1989-09-19,229.96
1989-09-20,229.34
1989-09-21,230.27
1989-09-22,230.56
1989-09-25,229.18
1989-09-26,227.04
1989-09-27,227.61
1989-09-28,227.67
1989-09-29,226.52
1989-10-02,226.74
1989-10-03,226.61
1989-10-04,227.33
1989-10-05,228.81
1989-10-06,226.29
1989-10-09,229.72
1989-10-10,230.91
1989-10-11,232.19
1989-10-12,232.6
1989-10-13,232.36
1989-10-16,231.78
1989-10-17,231.98
1989-10-18,231.73
1989-10-19,230.1
1989-10-20,229.95
1989-10-23,230.06
1989-10-24,228.86
1989-10-25,228.96
1989-10-26,229.21
1989-10-27,235.83
1989-10-30,240.85
1989-10-31,238.13
1989-11-01,237.13
1989-11-02,238.46
1989-11-03,241.15
1989-11-06,240.2
1989-11-07,243.49
1989-11-08,243.7
1989-11-09,244.11
1989-11-10,243.82
1989-11-13,246.83
1989-11-14,246.81
1989-11-15,245.98
1989-11-16,246.69
1989-11-17,249.98
1989-11-20,254.29
1989-11-21,254.97
1989-11-22,258.49
1989-11-23,261.1
1989-11-24,265.69
1989-11-27,267.95
1989-11-28,262.27
1989-11-29,262.63
